MTU,Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
23:30 - 23:45,4376.0,4575.0,n/e,2740.0,2419.0,281.0,n/e,n/e,27.0,472.0,585.0,1399.0,28.0,n/e,3355.0,326.0,126.0,0.0,856.0,6979.0,18808.0,2022-01-01,DE
23:45 - 00:00,4363.0,4182.0,n/e,2727.0,2401.0,281.0,n/e,n/e,27.0,337.0,1381.0,1398.0,28.0,n/e,3345.0,326.0,126.0,0.0,853.0,6968.0,18868.0,2022-01-01,DE
00:00 - 00:15,4341.0,3676.0,n/e,2642.0,2375.0,281.0,n/e,n/e,28.0,187.0,2601.0,1388.0,47.0,n/e,3353.0,326.0,126.0,0.0,856.0,6934.0,19208.0,2022-01-02,DE
00:15 - 00:30,4296.0,3621.0,n/e,2736.0,2260.0,281.0,n/e,n/e,28.0,119.0,4145.0,1389.0,30.0,n/e,3350.0,326.0,126.0,0.0,852.0,6945.0,19168.0,2022-01-02,DE
00:30 - 00:45,4318.0,3623.0,n/e,2753.0,2217.0,281.0,n/e,n/e,28.0,118.0,4396.0,1383.0,34.0,n/e,3318.0,326.0,126.0,0.0,851.0,6960.0,18803.0,2022-01-02,DE
00:45 - 01:00,4329.0,3672.0,n/e,2747.0,2220.0,281.0,n/e,n/e,28.0,131.0,4145.0,1383.0,35.0,n/e,3252.0,326.0,126.0,0.0,853.0,6935.0,18309.0,2022-01-02,DE
01:00 - 01:15,4299.0,3706.0,n/e,2658.0,2216.0,281.0,n/e,n/e,28.0,367.0,4242.0,1379.0,114.0,n/e,3196.0,326.0,126.0,0.0,845.0,6894.0,18597.0,2022-01-02,DE
01:15 - 01:30,4329.0,3672.0,n/e,2677.0,2217.0,281.0,n/e,n/e,28.0,195.0,4735.0,1383.0,35.0,n/e,3189.0,326.0,126.0,0.0,844.0,6823.0,19100.0,2022-01-02,DE
01:30 - 01:45,4335.0,3670.0,n/e,2667.0,2212.0,281.0,n/e,n/e,28.0,130.0,5027.0,1384.0,33.0,n/e,3167.0,326.0,126.0,0.0,845.0,6790.0,19530.0,2022-01-02,DE
01:45 - 02:00,4327.0,3617.0,n/e,2683.0,2201.0,281.0,n/e,n/e,27.0,290.0,4509.0,1384.0,98.0,n/e,3181.0,326.0,126.0,0.0,843.0,6833.0,17777.0,2022-01-02,DE
02:00 - 02:15,4322.0,3560.0,n/e,2685.0,2185.0,281.0,n/e,n/e,27.0,384.0,4241.0,1384.0,88.0,n/e,3269.0,326.0,126.0,0.0,845.0,6867.0,17655.0,2022-01-02,DE
02:15 - 02:30,4332.0,3517.0,n/e,2682.0,2192.0,281.0,n/e,n/e,27.0,240.0,4626.0,1381.0,122.0,n/e,3262.0,326.0,126.0,0.0,844.0,6817.0,18219.0,2022-01-02,DE
02:30 - 02:45,4334.0,3507.0,n/e,2661.0,2198.0,281.0,n/e,n/e,27.0,241.0,4582.0,1383.0,132.0,n/e,3271.0,326.0,126.0,0.0,840.0,6736.0,17972.0,2022-01-02,DE
02:45 - 03:00,4334.0,3498.0,n/e,2671.0,2194.0,281.0,n/e,n/e,28.0,162.0,4623.0,1383.0,133.0,n/e,3274.0,326.0,126.0,0.0,845.0,6715.0,17973.0,2022-01-02,DE
03:00 - 03:15,4326.0,3460.0,n/e,2675.0,2187.0,281.0,n/e,n/e,28.0,283.0,4237.0,1382.0,133.0,n/e,3298.0,326.0,126.0,0.0,846.0,6303.0,18343.0,2022-01-02,DE
03:15 - 03:30,4326.0,3450.0,n/e,2677.0,2194.0,281.0,n/e,n/e,27.0,295.0,4197.0,1380.0,132.0,n/e,3294.0,326.0,126.0,0.0,837.0,6312.0,18887.0,2022-01-02,DE
03:30 - 03:45,4329.0,3456.0,n/e,2662.0,2197.0,281.0,n/e,n/e,27.0,174.0,4333.0,1380.0,117.0,n/e,3341.0,326.0,126.0,0.0,843.0,6246.0,19118.0,2022-01-02,DE
03:45 - 04:00,4338.0,3464.0,n/e,2663.0,2202.0,281.0,n/e,n/e,27.0,253.0,4495.0,1383.0,127.0,n/e,3360.0,326.0,126.0,0.0,838.0,6236.0,18927.0,2022-01-02,DE
04:00 - 04:15,4332.0,3482.0,n/e,2668.0,2202.0,281.0,n/e,n/e,27.0,258.0,4500.0,1379.0,130.0,n/e,3349.0,326.0,126.0,0.0,828.0,6087.0,17907.0,2022-01-02,DE
04:15 - 04:30,4337.0,3455.0,n/e,2664.0,2239.0,281.0,n/e,n/e,27.0,215.0,4517.0,1378.0,136.0,n/e,3339.0,326.0,126.0,0.0,832.0,6089.0,17823.0,2022-01-02,DE
04:30 - 04:45,4344.0,3446.0,n/e,2681.0,2209.0,281.0,n/e,n/e,26.0,161.0,4585.0,1379.0,134.0,n/e,3335.0,326.0,126.0,0.0,833.0,6049.0,18137.0,2022-01-02,DE
04:45 - 05:00,4344.0,3453.0,n/e,2685.0,2212.0,281.0,n/e,n/e,27.0,240.0,4434.0,1377.0,136.0,n/e,3338.0,326.0,126.0,0.0,839.0,5924.0,17955.0,2022-01-02,DE
05:00 - 05:15,4343.0,3474.0,n/e,2675.0,2202.0,281.0,n/e,n/e,27.0,169.0,4432.0,1379.0,133.0,n/e,3333.0,326.0,126.0,0.0,844.0,6212.0,18468.0,2022-01-02,DE
05:15 - 05:30,4352.0,3455.0,n/e,2684.0,2201.0,281.0,n/e,n/e,26.0,169.0,4384.0,1379.0,134.0,n/e,3329.0,326.0,126.0,0.0,843.0,6317.0,18498.0,2022-01-02,DE
05:30 - 05:45,4349.0,3466.0,n/e,2682.0,2207.0,281.0,n/e,n/e,26.0,206.0,4077.0,1378.0,147.0,n/e,3338.0,326.0,126.0,0.0,835.0,6484.0,17848.0,2022-01-02,DE
05:45 - 06:00,4343.0,3478.0,n/e,2672.0,2218.0,281.0,n/e,n/e,26.0,330.0,3960.0,1374.0,95.0,n/e,3345.0,326.0,126.0,0.0,838.0,6243.0,17211.0,2022-01-02,DE
06:00 - 06:15,4388.0,3466.0,n/e,2696.0,2210.0,281.0,n/e,n/e,26.0,289.0,3027.0,1374.0,95.0,n/e,3312.0,326.0,126.0,0.0,834.0,6145.0,18551.0,2022-01-02,DE
06:15 - 06:30,4399.0,3447.0,n/e,2695.0,2230.0,281.0,n/e,n/e,26.0,297.0,2516.0,1372.0,84.0,n/e,3329.0,326.0,126.0,0.0,827.0,5912.0,18520.0,2022-01-02,DE
06:30 - 06:45,4401.0,3440.0,n/e,2681.0,2227.0,281.0,n/e,n/e,26.0,177.0,2093.0,1374.0,30.0,n/e,3338.0,326.0,126.0,0.0,831.0,6092.0,19156.0,2022-01-02,DE
06:45 - 07:00,4393.0,3452.0,n/e,2693.0,2236.0,281.0,n/e,n/e,26.0,183.0,2049.0,1375.0,24.0,n/e,3344.0,326.0,126.0,0.0,834.0,5853.0,19045.0,2022-01-02,DE
07:00 - 07:15,4419.0,3453.0,n/e,2726.0,2231.0,281.0,n/e,n/e,26.0,767.0,1939.0,1374.0,25.0,n/e,3341.0,326.0,126.0,0.0,840.0,5491.0,19441.0,2022-01-02,DE
07:15 - 07:30,4436.0,3441.0,n/e,2713.0,2229.0,281.0,n/e,n/e,26.0,863.0,1858.0,1371.0,25.0,n/e,3369.0,325.0,126.0,0.0,835.0,5391.0,20257.0,2022-01-02,DE
07:30 - 07:45,4451.0,3462.0,n/e,2703.0,2231.0,281.0,n/e,n/e,26.0,816.0,1680.0,1369.0,20.0,n/e,3371.0,326.0,126.0,0.0,834.0,5239.0,20917.0,2022-01-02,DE
07:45 - 08:00,4475.0,3521.0,n/e,2720.0,2246.0,281.0,n/e,n/e,26.0,796.0,1533.0,1372.0,31.0,n/e,3367.0,326.0,126.0,2.0,840.0,5387.0,21343.0,2022-01-02,DE
08:00 - 08:15,4509.0,3592.0,n/e,2794.0,2066.0,281.0,n/e,n/e,26.0,1428.0,1973.0,1370.0,22.0,n/e,3359.0,326.0,126.0,15.0,836.0,5684.0,22087.0,2022-01-02,DE
08:15 - 08:30,4518.0,3625.0,n/e,2777.0,2069.0,281.0,n/e,n/e,26.0,1438.0,1541.0,1372.0,46.0,n/e,3341.0,326.0,126.0,154.0,836.0,5711.0,22530.0,2022-01-02,DE
08:30 - 08:45,4525.0,3616.0,n/e,2771.0,2074.0,281.0,n/e,n/e,26.0,1558.0,1007.0,1373.0,30.0,n/e,3342.0,326.0,126.0,491.0,836.0,5616.0,22365.0,2022-01-02,DE
08:45 - 09:00,4542.0,3631.0,n/e,2779.0,2078.0,281.0,n/e,n/e,26.0,1553.0,1083.0,1370.0,30.0,n/e,3338.0,326.0,126.0,849.0,835.0,5472.0,22662.0,2022-01-02,DE
09:00 - 09:15,4550.0,3617.0,n/e,2700.0,2099.0,281.0,n/e,n/e,25.0,1399.0,1450.0,1368.0,29.0,n/e,3340.0,326.0,126.0,1307.0,830.0,5253.0,22977.0,2022-01-02,DE
09:15 - 09:30,4561.0,3607.0,n/e,2690.0,2122.0,281.0,n/e,n/e,25.0,1457.0,1222.0,1368.0,35.0,n/e,3350.0,326.0,126.0,1802.0,833.0,5229.0,23584.0,2022-01-02,DE
09:30 - 09:45,4579.0,3625.0,n/e,2686.0,2117.0,281.0,n/e,n/e,25.0,1498.0,924.0,1370.0,34.0,n/e,3367.0,326.0,126.0,2361.0,829.0,5035.0,23540.0,2022-01-02,DE
09:45 - 10:00,4573.0,3593.0,n/e,2684.0,2128.0,281.0,n/e,n/e,25.0,1360.0,931.0,1376.0,35.0,n/e,3378.0,326.0,126.0,2999.0,832.0,4877.0,23723.0,2022-01-02,DE
10:00 - 10:15,4560.0,3578.0,n/e,2697.0,2180.0,281.0,n/e,n/e,25.0,1403.0,843.0,1374.0,28.0,n/e,3363.0,326.0,126.0,3562.0,834.0,5290.0,24541.0,2022-01-02,DE
10:15 - 10:30,4572.0,3569.0,n/e,2700.0,2182.0,281.0,n/e,n/e,25.0,1196.0,823.0,1376.0,24.0,n/e,3327.0,326.0,126.0,4095.0,831.0,5459.0,24786.0,2022-01-02,DE
10:30 - 10:45,4582.0,3594.0,n/e,2681.0,2195.0,281.0,n/e,n/e,25.0,1259.0,789.0,1381.0,69.0,n/e,3327.0,326.0,126.0,4343.0,833.0,5397.0,24798.0,2022-01-02,DE
10:45 - 11:00,4579.0,3574.0,n/e,2672.0,2199.0,281.0,n/e,n/e,24.0,1399.0,1141.0,1383.0,22.0,n/e,3371.0,326.0,126.0,4787.0,829.0,5576.0,25332.0,2022-01-02,DE
11:00 - 11:15,4565.0,3520.0,n/e,2648.0,2189.0,281.0,n/e,n/e,24.0,657.0,482.0,1383.0,38.0,n/e,3376.0,326.0,126.0,5050.0,833.0,5801.0,26042.0,2022-01-02,DE
11:15 - 11:30,4547.0,3459.0,n/e,2631.0,2200.0,281.0,n/e,n/e,24.0,620.0,575.0,1383.0,27.0,n/e,3370.0,326.0,126.0,5269.0,834.0,6044.0,26225.0,2022-01-02,DE
11:30 - 11:45,4546.0,3470.0,n/e,2660.0,2204.0,281.0,n/e,n/e,23.0,816.0,750.0,1383.0,17.0,n/e,3369.0,326.0,126.0,5570.0,833.0,6219.0,26578.0,2022-01-02,DE
11:45 - 12:00,4534.0,3469.0,n/e,2661.0,2215.0,281.0,n/e,n/e,23.0,843.0,1170.0,1382.0,21.0,n/e,3369.0,326.0,126.0,5740.0,836.0,6401.0,27044.0,2022-01-02,DE
12:00 - 12:15,4492.0,3483.0,n/e,2642.0,2223.0,281.0,n/e,n/e,23.0,855.0,623.0,1381.0,97.0,n/e,3367.0,326.0,126.0,5790.0,833.0,6490.0,27996.0,2022-01-02,DE
12:15 - 12:30,4467.0,3486.0,n/e,2645.0,2222.0,281.0,n/e,n/e,23.0,310.0,641.0,1376.0,39.0,n/e,3363.0,326.0,126.0,5588.0,837.0,6620.0,28331.0,2022-01-02,DE
12:30 - 12:45,4459.0,3565.0,n/e,2650.0,2223.0,281.0,n/e,n/e,23.0,775.0,983.0,1374.0,92.0,n/e,3367.0,326.0,126.0,5242.0,839.0,6308.0,28840.0,2022-01-02,DE
12:45 - 13:00,4462.0,3565.0,n/e,2650.0,2221.0,281.0,n/e,n/e,22.0,601.0,1247.0,1373.0,25.0,n/e,3362.0,326.0,126.0,4921.0,836.0,5898.0,29984.0,2022-01-02,DE
13:00 - 13:15,4448.0,3510.0,n/e,2644.0,2225.0,281.0,n/e,n/e,22.0,883.0,987.0,1372.0,42.0,n/e,3363.0,326.0,126.0,4547.0,833.0,5821.0,29740.0,2022-01-02,DE
13:15 - 13:30,4434.0,3485.0,n/e,2653.0,2219.0,281.0,n/e,n/e,22.0,679.0,1527.0,1372.0,28.0,n/e,3355.0,326.0,126.0,4259.0,837.0,6017.0,30265.0,2022-01-02,DE
13:30 - 13:45,4435.0,3492.0,n/e,2666.0,2216.0,281.0,n/e,n/e,22.0,335.0,1747.0,1369.0,38.0,n/e,3354.0,326.0,126.0,3891.0,837.0,6050.0,30781.0,2022-01-02,DE
13:45 - 14:00,4431.0,3490.0,n/e,2654.0,2208.0,281.0,n/e,n/e,22.0,284.0,1846.0,1370.0,32.0,n/e,3350.0,326.0,126.0,3702.0,837.0,6037.0,30628.0,2022-01-02,DE
14:00 - 14:15,4425.0,3490.0,n/e,2661.0,2193.0,281.0,n/e,n/e,23.0,389.0,1548.0,1370.0,34.0,n/e,3347.0,326.0,126.0,3423.0,838.0,5969.0,31161.0,2022-01-02,DE
14:15 - 14:30,4425.0,3494.0,n/e,2654.0,2190.0,281.0,n/e,n/e,22.0,375.0,1573.0,1372.0,19.0,n/e,3353.0,326.0,126.0,3094.0,839.0,5613.0,32050.0,2022-01-02,DE
14:30 - 14:45,4421.0,3509.0,n/e,2636.0,2188.0,281.0,n/e,n/e,22.0,296.0,1653.0,1373.0,79.0,n/e,3353.0,326.0,126.0,2664.0,838.0,5510.0,32246.0,2022-01-02,DE
14:45 - 15:00,4424.0,3517.0,n/e,2627.0,2185.0,281.0,n/e,n/e,22.0,246.0,1989.0,1369.0,36.0,n/e,3357.0,325.0,126.0,2221.0,841.0,5630.0,31921.0,2022-01-02,DE
15:00 - 15:15,4428.0,3484.0,n/e,2630.0,2276.0,281.0,n/e,n/e,22.0,266.0,1978.0,1371.0,84.0,n/e,3352.0,325.0,126.0,1787.0,846.0,5634.0,32684.0,2022-01-02,DE
15:15 - 15:30,4432.0,3502.0,n/e,2644.0,2276.0,281.0,n/e,n/e,22.0,262.0,2075.0,1370.0,33.0,n/e,3349.0,325.0,126.0,1355.0,847.0,5718.0,32936.0,2022-01-02,DE
15:30 - 15:45,4434.0,3469.0,n/e,2639.0,2280.0,281.0,n/e,n/e,22.0,262.0,2201.0,1368.0,25.0,n/e,3344.0,325.0,126.0,905.0,853.0,5865.0,33950.0,2022-01-02,DE
15:45 - 16:00,4445.0,3486.0,n/e,2623.0,2302.0,281.0,n/e,n/e,22.0,272.0,1928.0,1364.0,34.0,n/e,3354.0,325.0,126.0,509.0,861.0,6093.0,33397.0,2022-01-02,DE
16:00 - 16:15,4487.0,3464.0,n/e,2619.0,2299.0,281.0,n/e,n/e,22.0,389.0,2208.0,1362.0,83.0,n/e,3342.0,325.0,126.0,202.0,859.0,6317.0,33409.0,2022-01-02,DE
16:15 - 16:30,4501.0,3478.0,n/e,2626.0,2312.0,281.0,n/e,n/e,22.0,413.0,2065.0,1360.0,156.0,n/e,3345.0,325.0,126.0,47.0,852.0,6284.0,33588.0,2022-01-02,DE
16:30 - 16:45,4506.0,3481.0,n/e,2621.0,2377.0,281.0,n/e,n/e,22.0,473.0,1567.0,1358.0,140.0,n/e,3346.0,325.0,126.0,4.0,852.0,6246.0,34675.0,2022-01-02,DE
16:45 - 17:00,4530.0,3552.0,n/e,2627.0,2402.0,281.0,n/e,n/e,22.0,402.0,1373.0,1359.0,37.0,n/e,3347.0,325.0,126.0,1.0,851.0,6365.0,35419.0,2022-01-02,DE
17:00 - 17:15,4552.0,3632.0,n/e,2579.0,2420.0,281.0,n/e,n/e,22.0,338.0,1266.0,1356.0,28.0,n/e,3347.0,325.0,126.0,0.0,848.0,6363.0,35396.0,2022-01-02,DE
17:15 - 17:30,4568.0,3668.0,n/e,2547.0,2430.0,281.0,n/e,n/e,22.0,368.0,933.0,1354.0,28.0,n/e,3346.0,326.0,126.0,0.0,851.0,6299.0,35449.0,2022-01-02,DE
17:30 - 17:45,4574.0,3691.0,n/e,2567.0,2442.0,281.0,n/e,n/e,23.0,350.0,586.0,1355.0,63.0,n/e,3348.0,325.0,126.0,0.0,851.0,6330.0,35779.0,2022-01-02,DE
17:45 - 18:00,4588.0,3667.0,n/e,2582.0,2437.0,281.0,n/e,n/e,22.0,895.0,618.0,1354.0,38.0,n/e,3340.0,326.0,126.0,0.0,851.0,6453.0,35472.0,2022-01-02,DE
18:00 - 18:15,4593.0,3666.0,n/e,2581.0,2401.0,281.0,n/e,n/e,22.0,1028.0,387.0,1355.0,81.0,n/e,3342.0,325.0,126.0,0.0,847.0,6466.0,35971.0,2022-01-02,DE
18:15 - 18:30,4610.0,3673.0,n/e,2589.0,2401.0,281.0,n/e,n/e,22.0,686.0,422.0,1357.0,80.0,n/e,3315.0,326.0,126.0,0.0,854.0,6567.0,36195.0,2022-01-02,DE
18:30 - 18:45,4618.0,3684.0,n/e,2578.0,2401.0,281.0,n/e,n/e,22.0,961.0,367.0,1359.0,78.0,n/e,3326.0,326.0,126.0,0.0,852.0,6573.0,35959.0,2022-01-02,DE
18:45 - 19:00,4619.0,3640.0,n/e,2601.0,2405.0,281.0,n/e,n/e,22.0,839.0,400.0,1359.0,105.0,n/e,3332.0,326.0,126.0,0.0,849.0,6551.0,35500.0,2022-01-02,DE
19:00 - 19:15,4616.0,3586.0,n/e,2579.0,2385.0,281.0,n/e,n/e,22.0,1675.0,988.0,1358.0,155.0,n/e,3329.0,326.0,126.0,0.0,852.0,6618.0,35404.0,2022-01-02,DE
19:15 - 19:30,4615.0,3573.0,n/e,2592.0,2389.0,281.0,n/e,n/e,22.0,1261.0,984.0,1358.0,175.0,n/e,3329.0,326.0,126.0,0.0,848.0,6781.0,34965.0,2022-01-02,DE
19:30 - 19:45,4606.0,3566.0,n/e,2594.0,2383.0,281.0,n/e,n/e,22.0,859.0,961.0,1359.0,191.0,n/e,3323.0,326.0,126.0,0.0,848.0,6716.0,34120.0,2022-01-02,DE
19:45 - 20:00,4595.0,3603.0,n/e,2602.0,2383.0,281.0,n/e,n/e,22.0,638.0,975.0,1357.0,45.0,n/e,3317.0,326.0,126.0,0.0,851.0,6816.0,33920.0,2022-01-02,DE
20:00 - 20:15,4588.0,3610.0,n/e,2635.0,2348.0,281.0,n/e,n/e,22.0,1860.0,1471.0,1357.0,169.0,n/e,3335.0,326.0,126.0,0.0,851.0,6848.0,33909.0,2022-01-02,DE
20:15 - 20:30,4584.0,3626.0,n/e,2663.0,2334.0,281.0,n/e,n/e,22.0,1648.0,1510.0,1355.0,74.0,n/e,3323.0,326.0,126.0,0.0,849.0,7026.0,34055.0,2022-01-02,DE
20:30 - 20:45,4582.0,3590.0,n/e,2635.0,2314.0,281.0,n/e,n/e,22.0,968.0,1467.0,1355.0,90.0,n/e,3320.0,326.0,126.0,0.0,850.0,7031.0,33488.0,2022-01-02,DE
20:45 - 21:00,4569.0,3565.0,n/e,2607.0,2307.0,281.0,n/e,n/e,22.0,825.0,1478.0,1355.0,68.0,n/e,3314.0,326.0,126.0,0.0,848.0,6906.0,33025.0,2022-01-02,DE
21:00 - 21:15,4511.0,3551.0,n/e,2560.0,2225.0,281.0,n/e,n/e,22.0,1423.0,1293.0,1355.0,86.0,n/e,3315.0,326.0,126.0,0.0,850.0,6876.0,32835.0,2022-01-02,DE
21:15 - 21:30,4497.0,3493.0,n/e,2567.0,2218.0,281.0,n/e,n/e,22.0,1020.0,1337.0,1356.0,62.0,n/e,3309.0,326.0,126.0,0.0,852.0,6771.0,32338.0,2022-01-02,DE
21:30 - 21:45,4500.0,3495.0,n/e,2599.0,2216.0,281.0,n/e,n/e,23.0,932.0,1302.0,1356.0,34.0,n/e,3305.0,326.0,126.0,0.0,854.0,6604.0,32107.0,2022-01-02,DE
21:45 - 22:00,4501.0,3510.0,n/e,2616.0,2220.0,281.0,n/e,n/e,23.0,907.0,1455.0,1355.0,34.0,n/e,3298.0,326.0,126.0,0.0,849.0,6471.0,31447.0,2022-01-02,DE
22:00 - 22:15,4468.0,3514.0,n/e,2721.0,2212.0,281.0,n/e,n/e,23.0,1885.0,2101.0,1353.0,50.0,n/e,3349.0,326.0,126.0,0.0,856.0,6273.0,30667.0,2022-01-02,DE
22:15 - 22:30,4458.0,3494.0,n/e,2665.0,2192.0,281.0,n/e,n/e,23.0,1599.0,2129.0,1353.0,56.0,n/e,3359.0,326.0,126.0,0.0,860.0,6112.0,30508.0,2022-01-02,DE
22:30 - 22:45,4438.0,3530.0,n/e,2720.0,2166.0,281.0,n/e,n/e,23.0,1256.0,2090.0,1356.0,106.0,n/e,3358.0,326.0,126.0,0.0,864.0,5958.0,30232.0,2022-01-02,DE
22:45 - 23:00,4427.0,3506.0,n/e,2718.0,2166.0,281.0,n/e,n/e,23.0,625.0,2228.0,1356.0,21.0,n/e,3357.0,326.0,126.0,0.0,860.0,5805.0,30192.0,2022-01-02,DE
23:00 - 23:15,4397.0,3485.0,n/e,2571.0,2163.0,281.0,n/e,n/e,23.0,1588.0,1631.0,1358.0,29.0,n/e,3359.0,326.0,126.0,0.0,857.0,5701.0,30109.0,2022-01-02,DE
23:15 - 23:30,4388.0,3509.0,n/e,2517.0,2147.0,281.0,n/e,n/e,23.0,926.0,1831.0,1356.0,19.0,n/e,3348.0,326.0,126.0,0.0,855.0,5834.0,30158.0,2022-01-02,DE
23:30 - 23:45,4375.0,3529.0,n/e,2516.0,2139.0,281.0,n/e,n/e,23.0,405.0,1994.0,1357.0,25.0,n/e,3353.0,326.0,126.0,0.0,853.0,5982.0,29226.0,2022-01-02,DE
23:45 - 00:00,4363.0,3575.0,n/e,2528.0,2123.0,281.0,n/e,n/e,23.0,262.0,2684.0,1359.0,18.0,n/e,3334.0,326.0,126.0,0.0,854.0,6359.0,29333.0,2022-01-02,DE
00:00 - 00:15,4328.0,3637.0,n/e,2650.0,2103.0,281.0,n/e,n/e,23.0,271.0,3005.0,1359.0,32.0,n/e,3346.0,328.0,126.0,0.0,841.0,6188.0,29025.0,2022-01-03,DE
00:15 - 00:30,4317.0,3652.0,n/e,2640.0,2098.0,281.0,n/e,n/e,23.0,197.0,3600.0,1351.0,44.0,n/e,3344.0,328.0,126.0,0.0,842.0,6224.0,28935.0,2022-01-03,DE
00:30 - 00:45,4309.0,3648.0,n/e,2669.0,2085.0,281.0,n/e,n/e,23.0,126.0,3682.0,1351.0,103.0,n/e,3338.0,328.0,126.0,0.0,847.0,6274.0,28519.0,2022-01-03,DE
00:45 - 01:00,4280.0,3769.0,n/e,2666.0,2089.0,281.0,n/e,n/e,23.0,128.0,4294.0,1351.0,45.0,n/e,3329.0,328.0,126.0,0.0,841.0,6330.0,27875.0,2022-01-03,DE
01:00 - 01:15,4279.0,4011.0,n/e,2552.0,2066.0,281.0,n/e,n/e,24.0,279.0,4559.0,1352.0,149.0,n/e,3334.0,328.0,126.0,0.0,838.0,6233.0,26939.0,2022-01-03,DE
01:15 - 01:30,4296.0,4019.0,n/e,2540.0,2065.0,281.0,n/e,n/e,24.0,265.0,4656.0,1351.0,92.0,n/e,3332.0,328.0,126.0,0.0,836.0,6042.0,26171.0,2022-01-03,DE
01:30 - 01:45,4299.0,3971.0,n/e,2539.0,2056.0,281.0,n/e,n/e,24.0,250.0,4585.0,1351.0,94.0,n/e,3256.0,321.0,126.0,0.0,836.0,6014.0,25486.0,2022-01-03,DE
01:45 - 02:00,4284.0,3910.0,n/e,2570.0,2049.0,281.0,n/e,n/e,24.0,149.0,4764.0,1351.0,60.0,n/e,3193.0,321.0,126.0,0.0,832.0,5902.0,27320.0,2022-01-03,DE
02:00 - 02:15,4282.0,3879.0,n/e,2585.0,2027.0,281.0,n/e,n/e,24.0,282.0,4495.0,1353.0,188.0,n/e,3172.0,321.0,126.0,0.0,827.0,5689.0,27089.0,2022-01-03,DE
02:15 - 02:30,4287.0,3854.0,n/e,2559.0,2024.0,281.0,n/e,n/e,24.0,296.0,4642.0,1353.0,120.0,n/e,3140.0,319.0,126.0,0.0,828.0,5733.0,26216.0,2022-01-03,DE
02:30 - 02:45,4293.0,3851.0,n/e,2591.0,2024.0,281.0,n/e,n/e,24.0,305.0,4629.0,1355.0,152.0,n/e,3140.0,319.0,126.0,0.0,834.0,5739.0,25739.0,2022-01-03,DE
02:45 - 03:00,4288.0,3850.0,n/e,2572.0,2023.0,281.0,n/e,n/e,24.0,239.0,4788.0,1355.0,87.0,n/e,3133.0,319.0,126.0,0.0,821.0,5659.0,25218.0,2022-01-03,DE
03:00 - 03:15,4282.0,3863.0,n/e,2561.0,2019.0,281.0,n/e,n/e,24.0,265.0,4511.0,1357.0,135.0,n/e,3135.0,319.0,126.0,0.0,819.0,5714.0,24335.0,2022-01-03,DE
03:15 - 03:30,4258.0,3880.0,n/e,2579.0,2031.0,281.0,n/e,n/e,24.0,139.0,4850.0,1355.0,71.0,n/e,3123.0,319.0,126.0,0.0,824.0,6028.0,25637.0,2022-01-03,DE
03:30 - 03:45,4255.0,3869.0,n/e,2601.0,2033.0,281.0,n/e,n/e,24.0,121.0,4782.0,1356.0,87.0,n/e,3076.0,319.0,126.0,0.0,833.0,5624.0,25268.0,2022-01-03,DE
03:45 - 04:00,4266.0,3871.0,n/e,2614.0,2030.0,281.0,n/e,n/e,24.0,128.0,4565.0,1358.0,127.0,n/e,3073.0,319.0,126.0,0.0,837.0,5488.0,25530.0,2022-01-03,DE
04:00 - 04:15,4274.0,3909.0,n/e,2567.0,2045.0,281.0,n/e,n/e,24.0,136.0,3930.0,1363.0,245.0,n/e,3101.0,319.0,126.0,0.0,825.0,5531.0,25968.0,2022-01-03,DE
04:15 - 04:30,4285.0,3976.0,n/e,2523.0,2049.0,281.0,n/e,n/e,24.0,93.0,3664.0,1364.0,125.0,n/e,3081.0,319.0,126.0,0.0,822.0,5747.0,27091.0,2022-01-03,DE
04:30 - 04:45,4287.0,4068.0,n/e,2531.0,2054.0,281.0,n/e,n/e,24.0,82.0,3538.0,1366.0,65.0,n/e,3107.0,319.0,126.0,0.0,829.0,5820.0,26876.0,2022-01-03,DE
